"stat_name","stat_label","stat_qtr","stat_year","pt_group","qtr_result"
"Active Therapy Completions","Patients completing therapy for active TB disease.",2,2012,"County of Residence: Jefferson",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",2,2012,"County of Residence: Larimer",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",2,2012,"County of Residence: Out of State",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",2,2012,"County of Residence: Unknown",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",2,2012,"County of Residence: Weld",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",2,2012,"Not a Tri-County Resident",1.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",2,2012,"Tri-County Resident",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",3,2012,"All Patients",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",3,2012,"County of Residence: Adams",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",3,2012,"County of Residence: Arapahoe",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",3,2012,"County of Residence: Boulder",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",3,2012,"County of Residence: Broomfield",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",3,2012,"County of Residence: Denver",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",3,2012,"County of Residence: Douglas",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",3,2012,"County of Residence: Jefferson",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",3,2012,"County of Residence: Larimer",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",3,2012,"County of Residence: Out of State",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",3,2012,"County of Residence: Unknown",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",3,2012,"County of Residence: Weld",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",3,2012,"Not a Tri-County Resident",0.00
"Active Therapy Completions","Patients completing therapy for active TB disease.",3,2012,"Tri-County Resident",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"All Patients",30.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Adams",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Arapahoe",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Boulder",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Denver",14.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Douglas",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Jefferson",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"Not a Tri-County Resident",21.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2008,"Tri-County Resident",9.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"All Patients",32.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Adams",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Arapahoe",7.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Boulder",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Denver",10.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Douglas",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Jefferson",5.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"County of Residence: Weld",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"Not a Tri-County Resident",20.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2008,"Tri-County Resident",12.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"All Patients",36.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Adams",9.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Alamosa",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Arapahoe",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Boulder",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Denver",11.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Douglas",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Eagle",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Jefferson",5.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"County of Residence: Weld",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"Not a Tri-County Resident",22.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2008,"Tri-County Resident",14.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"All Patients",25.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Adams",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Arapahoe",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Boulder",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Clear Creek",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Denver",8.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Douglas",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Jefferson",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Out of State",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"Not a Tri-County Resident",17.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2008,"Tri-County Resident",8.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"All Patients",16.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Adams",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Arapahoe",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Boulder",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Denver",8.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Douglas",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Jefferson",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"Not a Tri-County Resident",13.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2009,"Tri-County Resident",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"All Patients",24.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Adams",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Arapahoe",9.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Boulder",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Denver",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Douglas",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Jefferson",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Out of State",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"County of Residence: Weld",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"Not a Tri-County Resident",12.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2009,"Tri-County Resident",12.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"All Patients",21.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Adams",5.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Arapahoe",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Boulder",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Denver",9.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Douglas",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Jefferson",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Larimer",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Morgan",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"Not a Tri-County Resident",13.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2009,"Tri-County Resident",8.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"All Patients",29.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Adams",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Arapahoe",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Boulder",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Denver",11.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Douglas",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Jefferson",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Out of State",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"Not a Tri-County Resident",20.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2009,"Tri-County Resident",9.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"All Patients",12.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Adams",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Arapahoe",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Boulder",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Denver",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Douglas",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: El Paso",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Jefferson",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Out of State",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"Not a Tri-County Resident",7.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2010,"Tri-County Resident",5.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"All Patients",20.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Adams",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Arapahoe",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Boulder",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Denver",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Douglas",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Jefferson",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Unknown",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"Not a Tri-County Resident",7.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2010,"Tri-County Resident",12.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"All Patients",18.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Adams",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Arapahoe",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Boulder",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Denver",8.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Douglas",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Jefferson",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"Not a Tri-County Resident",9.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2010,"Tri-County Resident",9.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"All Patients",32.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Adams",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Arapahoe",8.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Boulder",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Broomfield",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Denver",18.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Douglas",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Jefferson",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Unknown",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"Not a Tri-County Resident",20.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",4,2010,"Tri-County Resident",11.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"All Patients",15.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Adams",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Arapahoe",7.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Boulder",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Denver",4.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Douglas",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Jefferson",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Out of State",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Unknown",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"County of Residence: Weld",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"Not a Tri-County Resident",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",1,2011,"Tri-County Resident",8.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"All Patients",28.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Adams",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Arapahoe",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Boulder",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Broomfield",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Clear Creek",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Denver",12.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Douglas",2.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Eagle",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: El Paso",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Jefferson",3.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Larimer",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Morgan",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Out of State",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Unknown",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"County of Residence: Weld",1.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"Not a Tri-County Resident",18.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",2,2011,"Tri-County Resident",10.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"All Patients",23.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Adams",7.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Alamosa",0.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Arapahoe",6.00
"Active Therapy Starts","Patients starting therapy for active TB disease.",3,2011,"County of Residence: Boulder",2.00
